INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTIDX    ,NIFTY     ,28/06/2018,00012000.00,CE      ,00000003.10,00000003.85,00000003.00,00000003.60,000000000211500,            20850,              278,              070,      250272442.50,          72442.50
OPTIDX    ,NIFTY     ,28/06/2018,00012000.00,PE      ,00001295.00,00001313.50,00001286.65,00001313.00,000000000016800,             1500,              020,              017,       19950525.00,        1950525.00
OPTIDX    ,NIFTY     ,28/06/2018,00012500.00,CE      ,00000000.75,00000001.90,00000000.75,00000001.30,000000000097125,            15750,              210,              124,      196894301.25,          19301.25
OPTIDX    ,NIFTY     ,28/06/2018,00012500.00,PE      ,00001778.00,00001810.00,00001778.00,00001796.85,000000000068175,             6600,              088,              086,       94346655.00,       11846655.00
OPTIDX    ,NIFTY     ,28/06/2018,00013000.00,CE      ,00000000.15,00000000.85,00000000.05,00000000.50,000000000038775,             6000,              080,              017,       78002730.00,           2730.00
OPTIDX    ,NIFTY     ,28/06/2018,00013000.00,PE      ,00002270.00,00002270.00,00002262.00,00002262.00,000000000044250,             1275,              017,              007,       19462575.00,        2887575.00
OPTIDX    ,NIFTY     ,28/06/2018,00013500.00,CE      ,00000000.25,00000000.55,00000000.25,00000000.50,000000000043800,              375,              005,              005,        5062653.75,            153.75
OPTIDX    ,NIFTY     ,28/06/2018,00013500.00,PE      ,00002761.00,00002790.00,00002761.00,00002790.00,000000000048975,              300,              004,              004,        4884825.00,         834825.00
OPTIDX    ,NIFTY     ,26/07/2018,00009800.00,PE      ,00000046.00,00000048.20,00000044.50,00000045.30,000000000019125,            11025,              147,              080,      108550792.50,         505792.50
OPTIDX    ,NIFTY     ,26/07/2018,00009900.00,PE      ,00000056.15,00000056.95,00000055.45,00000056.00,000000000013200,             1650,              022,              009,       16427370.00,          92370.00
OPTIDX    ,NIFTY     ,26/07/2018,00010000.00,CE      ,00000740.00,00000745.00,00000740.00,00000745.00,000000000002775,              225,              003,              003,        2416875.00,         166875.00
OPTIDX    ,NIFTY     ,26/07/2018,00010000.00,PE      ,00000067.00,00000070.90,00000065.10,00000067.40,000000000035400,             8025,              107,              068,       80792606.25,         542606.25
OPTIDX    ,NIFTY     ,26/07/2018,00010200.00,PE      ,00000094.00,00000099.95,00000090.05,00000097.30,000000000014475,             8625,              115,              062,       88783638.75,         808638.75
OPTIDX    ,NIFTY     ,26/07/2018,00010300.00,PE      ,00000111.10,00000120.20,00000110.10,00000120.20,000000000023775,             2250,              030,              020,       23429891.25,         254891.25
OPTIDX    ,NIFTY     ,26/07/2018,00010400.00,PE      ,00000132.65,00000142.00,00000132.65,00000141.00,000000000013275,             1350,              018,              010,       14227155.00,         187155.00
OPTIDX    ,NIFTY     ,26/07/2018,00010500.00,PE      ,00000162.00,00000172.00,00000158.05,00000165.10,000000000034800,             5475,              073,              049,       58399140.00,         911640.00
OPTIDX    ,NIFTY     ,26/07/2018,00010600.00,CE      ,00000287.50,00000293.60,00000283.45,00000285.80,000000000001125,              750,              010,              010,        8166000.00,         216000.00
OPTIDX    ,NIFTY     ,26/07/2018,00010600.00,PE      ,00000198.00,00000205.00,00000194.00,00000199.10,000000000019275,             4275,              057,              039,       46162106.25,         847106.25
OPTIDX    ,NIFTY     ,26/07/2018,00010700.00,CE      ,00000239.45,00000240.00,00000225.85,00000229.55,000000000014550,             4575,              061,              033,       50009613.75,        1057113.75
OPTIDX    ,NIFTY     ,26/07/2018,00010700.00,PE      ,00000225.00,00000245.95,00000225.00,00000245.95,000000000003375,              825,              011,              007,        9024416.25,         196916.25
OPTIDX    ,NIFTY     ,26/07/2018,00010800.00,CE      ,00000190.00,00000190.00,00000177.60,00000184.15,000000000003150,             1350,              018,              014,       14826333.75,         246333.75
OPTIDX    ,NIFTY     ,26/07/2018,00010800.00,PE      ,00000276.00,00000290.35,00000275.45,00000275.45,000000000003675,              750,              010,              006,        8308035.00,         208035.00
OPTIDX    ,NIFTY     ,26/07/2018,00010900.00,CE      ,00000144.10,00000144.10,00000140.00,00000141.85,000000000002025,              450,              006,              005,        4969061.25,          64061.25
OPTIDX    ,NIFTY     ,26/07/2018,00011000.00,CE      ,00000111.00,00000111.00,00000102.00,00000108.05,000000000048150,            27300,              364,              180,      303247080.00,        2947080.00
OPTIDX    ,NIFTY     ,26/07/2018,00011000.00,PE      ,00000406.00,00000408.00,00000395.00,00000395.00,000000000000375,              375,              005,              004,        4276275.00,         151275.00
OPTIDX    ,NIFTY     ,26/07/2018,00011100.00,CE      ,00000081.90,00000083.40,00000074.50,00000074.50,000000000000150,              375,              005,              005,        4192485.00,          29985.00
OPTIDX    ,NIFTY     ,26/07/2018,00011200.00,CE      ,00000060.65,00000061.50,00000055.55,00000056.00,000000000010125,             5850,              078,              045,       65871615.00,         351615.00
OPTIDX    ,NIFTY     ,26/07/2018,00011300.00,CE      ,00000043.90,00000044.50,00000037.30,00000039.30,000000000001350,             1125,              015,              015,       12759510.00,          47010.00
OPTIDX    ,NIFTY     ,26/07/2018,00011400.00,CE      ,00000030.00,00000030.00,00000027.30,00000027.75,000000000004950,             1050,              014,              012,       11999790.00,          29790.00
OPTIDX    ,NIFTY     ,26/07/2018,00011500.00,CE      ,00000022.50,00000022.50,00000020.50,00000020.85,000000000003150,              750,              010,              008,        8641005.00,          16005.00
OPTIDX    ,NIFTY     ,27/09/2018,00010500.00,CE      ,00000470.00,00000475.00,00000460.00,00000461.00,000000000012150,             7650,              102,              052,       83874735.00,        3549735.00
OPTIDX    ,NIFTY     ,27/09/2018,00012000.00,CE      ,00000034.50,00000034.50,00000034.50,00000034.50,000000000011475,              075,              001,              001,         902587.50,           2587.50
OPTIDX    ,NIFTY     ,27/12/2018,00004000.00,CE      ,00006547.10,00006547.10,00006480.00,00006500.00,000000000544125,             1425,              019,              017,       14956301.25,        9256301.25
OPTIDX    ,NIFTY     ,27/12/2018,00005000.00,CE      ,00005581.75,00005586.40,00005580.60,00005586.40,000000000006825,              750,              010,              010,        7937482.50,        4187482.50
OPTIDX    ,NIFTY     ,27/12/2018,00007000.00,CE      ,00003675.00,00003690.00,00003652.00,00003652.00,000000000292200,              825,              011,              011,        8801025.00,        3026025.00
OPTIDX    ,NIFTY     ,27/12/2018,00008000.00,CE      ,00002785.00,00002785.00,00002750.00,00002757.15,000000000237250,             1125,              015,              013,       12109537.50,        3109537.50
OPTIDX    ,NIFTY     ,27/12/2018,00008000.00,PE      ,00000035.00,00000035.00,00000034.05,00000034.80,000000000216975,             7650,              102,              013,       61467112.50,         267112.50
OPTIDX    ,NIFTY     ,27/12/2018,00008500.00,PE      ,00000045.25,00000045.50,00000045.25,00000045.50,000000000591900,             1425,              019,              005,       12177131.25,          64631.25
OPTIDX    ,NIFTY     ,27/12/2018,00009000.00,CE      ,00001890.00,00001890.00,00001890.00,00001890.00,000000000141825,              150,              002,              002,        1633500.00,         283500.00
OPTIDX    ,NIFTY     ,27/12/2018,00009000.00,PE      ,00000069.85,00000072.50,00000068.00,00000068.25,000000000347475,             5025,              067,              023,       45579483.75,         354483.75
OPTIDX    ,NIFTY     ,27/12/2018,00009500.00,CE      ,00001438.20,00001438.20,00001438.20,00001438.20,000000000104475,              150,              002,              002,        1640730.00,         215730.00
OPTIDX    ,NIFTY     ,27/12/2018,00009500.00,PE      ,00000108.60,00000108.60,00000101.00,00000105.40,000000000396975,            11400,              152,              042,      109504762.50,        1204762.50
OPTIDX    ,NIFTY     ,27/12/2018,00010000.00,CE      ,00001030.00,00001030.10,00001010.00,00001015.00,000000000292500,              525,              007,              007,        5787007.50,         537007.50
OPTIDX    ,NIFTY     ,27/12/2018,00010000.00,PE      ,00000167.35,00000180.00,00000167.35,00000175.20,000000000582375,            10875,              145,              095,      110646243.75,        1896243.75
OPTIDX    ,NIFTY     ,27/12/2018,00010500.00,CE      ,00000651.00,00000655.00,00000635.00,00000646.80,000000000220500,            11250,              150,              093,      125368192.50,        7243192.50
OPTIDX    ,NIFTY     ,27/12/2018,00010500.00,PE      ,00000289.00,00000304.00,00000287.95,00000297.50,000000000884775,            17475,              233,              129,      188605425.00,        5117925.00
OPTIDX    ,NIFTY     ,27/12/2018,00011000.00,CE      ,00000367.00,00000367.00,00000351.20,00000356.50,000000000468300,            19650,              262,              103,      223196448.75,        7046448.75
OPTIDX    ,NIFTY     ,27/12/2018,00011000.00,PE      ,00000460.00,00000490.95,00000460.00,00000472.90,000000000396000,             7950,              106,              080,       91193625.00,        3743625.00
OPTIDX    ,NIFTY     ,27/12/2018,00011500.00,CE      ,00000176.80,00000176.80,00000163.00,00000166.80,000000000575925,            14175,              189,              054,      165382110.00,        2369610.00
OPTIDX    ,NIFTY     ,27/12/2018,00011500.00,PE      ,00000760.00,00000760.00,00000760.00,00000760.00,000000000032550,              150,              002,              001,        1839000.00,         114000.00
OPTIDX    ,NIFTY     ,27/12/2018,00012000.00,CE      ,00000067.05,00000069.95,00000067.00,00000068.90,000000000198525,             3975,              053,              021,       47970615.00,         270615.00
OPTIDX    ,NIFTY     ,27/12/2018,00013000.00,CE      ,00000013.00,00000013.00,00000013.00,00000013.00,000000000009300,              450,              006,              002,        5855850.00,           5850.00
OPTIDX    ,NIFTY     ,27/06/2019,00009100.00,PE      ,00000113.00,00000113.00,00000113.00,00000113.00,000000000009750,             2850,              038,              001,       26257050.00,         322050.00
OPTIDX    ,NIFTY     ,26/12/2019,00008500.00,PE      ,00000111.00,00000137.00,00000111.00,00000137.00,000000000285000,             4200,              056,              004,       36168442.50,         468442.50
OPTIDX    ,NIFTY     ,26/12/2019,00009100.00,PE      ,00000185.75,00000185.75,00000185.75,00000185.75,000000000030825,              075,              001,              001,         696431.25,          13931.25
OPTIDX    ,NIFTY     ,31/12/2020,00009500.00,CE      ,00002535.00,00002535.00,00002535.00,00002535.00,000000000012375,              075,              001,              001,         902625.00,         190125.00
OPTIDX    ,NIFTY     ,31/12/2020,00010900.00,PE      ,00000573.50,00000573.50,00000573.50,00000573.50,000000000081300,             8625,              115,              003,       98958937.50,        4946437.50
OPTIDX    ,NIFTY     ,31/12/2020,00011300.00,PE      ,00000591.55,00000591.55,00000591.55,00000591.55,000000000147975,             6825,              091,              001,       81159828.75,        4037328.75
OPTIDX    ,NIFTY     ,24/06/2021,00010600.00,PE      ,00000690.00,00000690.00,00000690.00,00000690.00,000000000014475,              225,              003,              001,        2540250.00,         155250.00
OPTSTK    ,SAIL      ,31/05/2018,00000060.00,PE      ,00000000.20,00000000.20,00000000.20,00000000.20,000000000576000,            24000,              002,              002,        1444800.00,           4800.00
OPTSTK    ,SAIL      ,31/05/2018,00000062.50,PE      ,00000000.35,00000000.40,00000000.30,00000000.40,000000000696000,           684000,              057,              045,       43009200.00,         259200.00
OPTSTK    ,SAIL      ,31/05/2018,00000065.00,CE      ,00000008.95,00000008.95,00000008.95,00000008.95,000000000096000,            12000,              001,              001,         887400.00,         107400.00
OPTSTK    ,SAIL      ,31/05/2018,00000065.00,PE      ,00000000.65,00000000.80,00000000.50,00000000.75,000000001848000,          1044000,              087,              069,       68574600.00,         714600.00
OPTSTK    ,SAIL      ,31/05/2018,00000067.50,PE      ,00000001.10,00000001.35,00000000.90,00000001.25,000000000816000,           528000,              044,              041,       36228000.00,         588000.00
